MutationType	ID83A	ID83B	ID83C
1:Del:C:0	0.0016319923102855682	0.04911029040813446	0.0803173840045929
1:Del:C:1	0.0013229306088760496	0.021932979673147203	0.06054528206586838
1:Del:C:2	0.002052608132362366	0.00824848897755146	0.04692462533712387
1:Del:C:3	0.005674702394753694	0.005991164874285459	0.020272737741470336
1:Del:C:4	0.015266201086342334	0.002691701054573059	0.008026763517409562
1:Del:C:5	0.03336895331740379	0.0017222031368874014	0.0028935969506995785
1:Del:T:0	0.0017819198314100505	0.013643368892371655	0.06524382904171944
1:Del:T:1	0.0021006128052249553	0.009066747780889273	0.045213641971349715
1:Del:T:2	0.004026819812133908	0.013844600692391396	0.04482779875397682
1:Del:T:3	0.016211272031068803	0.013312212936580182	0.042039912194013596
1:Del:T:4	0.04493890851736069	0.012390379980206489	0.023380724340677263
1:Del:T:5	0.5989354610443115	0.07675488144159318	7.743068408672116e-11
1:Ins:C:0	0.0019630989991128445	0.012376973778009415	0.0026139208115637303
1:Ins:C:1	0.0003474122320767492	0.0005273253191262484	0.0041595543269068004
1:Ins:C:2	0.00029140686674509195	0.002333032013848424	0.001110220211558044
1:Ins:C:3	0.0010119432583451271	0.0011320225545205175	0.00277983327396214
1:Ins:C:4	0.0030043408740311863	0.00208724366966635	2.9849974936269063e-09
1:Ins:C:5	0.01146294865757227	0.01986643821001053	7.734211394563317e-05
1:Ins:T:0	0.0009404193027876317	0.007630440592765808	0.005995482439175248
1:Ins:T:1	0.0009407710283994674	0.010315735172480345	0.031331395730376244
1:Ins:T:2	0.007446751650422812	0.005220005754381418	0.016036326065659523
1:Ins:T:3	0.004593126010149717	0.005426830798387528	0.01201341301202774
1:Ins:T:4	0.0046975333243608475	0.016993574798107147	0.004204207845032215
1:Ins:T:5	0.15037744641304016	0.5122255027294159	0.020198264718055726
2:Del:R:0	0.0015933801652863622	0.006604694668203593	0.008137233275920152
2:Del:R:1	0.005062098801136017	0.010136347822844982	0.020337139070034028
2:Del:R:2	0.002975260326638818	0.002708011004142463	0.007328439969569445
2:Del:R:3	0.010681575164198875	0.0008161025645677001	0.00022189301660784365
2:Del:R:4	0.0077089698053896425	0.0	0.0010151960421353578
2:Del:R:5	0.012158325873315334	0.0	0.000197098568460774
3:Del:R:0	0.00032521614921279254	0.0033212270587682723	0.004763511987403035
3:Del:R:1	0.006027974747121334	0.012951246835291386	0.02009723149240017
3:Del:R:2	0.002276773704215884	0.0024958633119240405	0.004236439196392894
3:Del:R:3	0.0013357952702790499	0.0006878791260533035	0.0001475634327057662
3:Del:R:4	0.00043144477531313895	4.785249121290747e-05	7.611174126509468e-08
3:Del:R:5	0.0005528871901333332	2.512222188784108e-05	0.0001151072587137314
4:Del:R:0	0.0001762624306138605	0.0033156147226691248	0.0068222228437662125
4:Del:R:1	0.0024131402373313905	0.009050233103334904	0.0064600532641634345
4:Del:R:2	0.0011831512791104614	0.0028264325112104414	0.0002659484773175791
4:Del:R:3	0.00047435192973352967	0.0006434495910070837	0.0013399905591768401
4:Del:R:4	0.0004041098523885012	6.898108465112074e-05	7.687730843031205e-08
4:Del:R:5	0.0005076957226265222	4.838342138100415e-05	0.0007028507650829851
5:Del:R:0	0.00021824259601999074	0.008144673984497785	0.06929059773683548
5:Del:R:1	0.0005985030671581626	0.004257198516279459	0.004983777366578579
5:Del:R:2	0.0003845907747745514	0.0002644382743994811	5.735757966363053e-08
5:Del:R:3	0.0001851981141953729	9.500855941624309e-05	2.1913445635846073e-08
5:Del:R:4	0.00010333915561204776	1.0375452319522083e-08	1.0532284093756061e-07
5:Del:R:5	4.072289157193154e-05	0.0	0.0003628999227657914
2:Ins:R:0	0.0005722496309317649	0.004615000076591968	0.0013478254360961728
2:Ins:R:1	0.00022064168588258325	0.005108823999762535	0.0021780909795779736
2:Ins:R:2	0.0001658720735576935	0.0020226789405569435	0.0036151266656816007
2:Ins:R:3	0.0008429863722994923	0.0009357460890896619	0.0013764396659098565
2:Ins:R:4	0.0032857237849384545	0.0017475787783041597	0.00019744663150049745
2:Ins:R:5	0.010949129238724709	0.010411776788532733	0.00028086076490581037
3:Ins:R:0	3.093328577961074e-05	0.0008911582757718861	0.0010770160763058812
3:Ins:R:1	0.0	0.004115266306325793	0.001310888136504218
3:Ins:R:2	6.0631384258158505e-05	0.0006640574720222503	0.0014945227885618806
3:Ins:R:3	6.0121021306258626e-05	4.008136755828673e-09	0.0001371945108665784
3:Ins:R:4	0.00017053362898877822	6.989415535230137e-09	1.1705658806704377e-07
3:Ins:R:5	0.0010639906278811396	0.0023165139369666576	0.0
4:Ins:R:0	0.00012086730275768786	0.0012966665904968976	0.0005185480511712082
4:Ins:R:1	3.6816010833717884e-06	0.003084409423172474	0.005457250634208322
4:Ins:R:2	3.966008735005744e-05	0.0	0.0006364714936353266
4:Ins:R:3	0.00024347003491129727	3.8101903919596224e-05	0.0003024240824970548
4:Ins:R:4	9.040128861670382e-05	0.0005200435232836753	3.503489198752874e-09
4:Ins:R:5	0.00014876854984322563	0.0017766590695828199	0.00030276276665972544
5:Ins:R:0	5.9869271717616356e-05	0.0015327904955483973	0.0033491537091322244
5:Ins:R:1	0.0	0.010400158353149891	0.013382560200989246
5:Ins:R:2	0.0	0.00026031578745460137	0.0005059281895825052
5:Ins:R:3	2.0496845536399633e-05	0.00015627252432750537	0.0008362187743273352
5:Ins:R:4	2.4995919375214726e-05	0.0003033029061043635	3.630099364784201e-05
5:Ins:R:5	2.9802097560605035e-05	0.00023327858652919531	0.0014974674268160015
2:Del:M:1	0.003697396535426378	0.011419490724802018	0.01937069296836853
3:Del:M:1	0.00016982649685814977	0.0018889575265347957	0.004462237749248743
3:Del:M:2	0.0024335275404155253	0.006687220092862845	0.007039519026875496
4:Del:M:1	0.0003366603108588606	0.0018493462121114135	0.007494545727968216
4:Del:M:2	0.0009691342595033348	0.0028461673995479942	0.008063190709799528
4:Del:M:3	0.0013102947734296322	0.0050974742509424685	0.011342711001634597
5:Del:M:1	0.00013304624008014798	0.006572650652378798	0.06670829355716705
5:Del:M:2	0.00010839580645551904	0.00503483023494482	0.05528910309076309
5:Del:M:3	0.00014678990264656023	0.002834146888926625	0.045489263534545896
5:Del:M:4	0.00010348868963774293	0.004304116172716021	0.017678505554795266
5:Del:M:5	0.0001780112332198769	0.0056820362340658905	0.020189449563622473
